1.387,0.204,1.398,0.213
1.387,0.204,1.398,0.213
1.387,0.204,1.398,0.213
1.387,0.205,1.398,0.213
1.387,0.205,1.398,0.213
1.387,0.205,1.398,0.212
1.387,0.205,1.398,0.213
1.387,0.205,1.398,0.213
1.387,0.205,1.398,0.213
1.387,0.204,1.398,0.213
1.387,0.204,1.398,0.213
1.387,0.204,1.399,0.213
1.387,0.204,1.398,0.214
1.387,0.204,1.398,0.214
1.387,0.205,1.398,0.213
1.387,0.205,1.398,0.214
1.387,0.204,1.398,0.214
1.388,0.204,1.398,0.214
1.388,0.204,1.398,0.214
1.388,0.204,1.398,0.213
1.388,0.205,1.398,0.213
1.388,0.205,1.398,0.213
1.388,0.205,1.398,0.212
1.387,0.205,1.398,0.212
1.387,0.205,1.398,0.212
1.387,0.205,1.398,0.212
1.387,0.204,1.398,0.212
1.387,0.204,1.398,0.212
1.387,0.204,1.398,0.212
1.387,0.204,1.398,0.212
1.387,0.204,1.398,0.212
1.387,0.204,1.398,0.212
1.387,0.204,1.398,0.212
1.387,0.204,1.398,0.212
1.387,0.204,1.398,0.213
1.387,0.204,1.398,0.212
1.387,0.204,1.398,0.213
1.387,0.204,1.398,0.213
1.387,0.204,1.398,0.212
1.387,0.204,1.398,0.213
1.387,0.204,1.398,0.212
1.387,0.204,1.398,0.212
1.387,0.204,1.398,0.212
1.387,0.204,1.398,0.212
1.387,0.204,1.398,0.212
1.387,0.204,1.398,0.212
1.387,0.204,1.398,0.212
1.387,0.204,1.398,0.212
1.387,0.204,1.398,0.212
1.387,0.203,1.398,0.212
1.387,0.204,0.000,0.000
1.387,0.204,0.000,0.000
1.387,0.204,0.000,0.000
1.387,0.203,0.000,0.000
1.387,0.203,0.000,0.000
1.387,0.204,0.000,0.000
1.388,0.204,0.000,0.000
1.388,0.204,0.000,0.000
1.388,0.203,0.000,0.000
1.388,0.203,0.000,0.000
1.387,0.203,0.000,0.000
1.387,0.203,0.000,0.000
1.387,0.203,0.000,0.000
1.387,0.203,0.000,0.000
1.387,0.203,0.000,0.000
1.387,0.203,0.000,0.000
1.387,0.202,0.000,0.000
1.387,0.202,0.000,0.000
1.387,0.202,0.000,0.000
1.387,0.202,0.000,0.000
1.387,0.202,0.000,0.000
1.387,0.202,0.000,0.000
1.387,0.202,0.000,0.000
1.387,0.201,0.000,0.000
1.387,0.202,0.000,0.000
1.387,0.202,0.000,0.000
1.387,0.202,0.000,0.000
1.387,0.202,0.000,0.000
